Feature ID	Taxon	Confidence
4d09731cbf348c4edef320ede5391043	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Hafnia	0.9906878520665121
3c9e2512fe1362607159549e7c603add	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Niallia	0.735777042558253
5ae2557274eaf97f47e7324efd4b0770	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999920135192603
392647cc706e70df5b7423b30f6b214c	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_J_366884	0.999869446975492
98fda9cb7a1e65fb856e7c048fa2e45a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Morganella	0.9998297222544287
403d2ca60f1bff722f2913e11201f369	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Bacillaceae_H_294103; g__Bacillus_P_294101; s__Bacillus_P_294101 spizizenii_291092	0.8727634119029402
17d203f375008f152acc58a3511511a7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Methylobacterium	0.9999994867609404
0020d5da4a3131e4928f7f46f758c846	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_C; s__Paenibacillus_C sinopodophylli	0.7778350093077693
d755b225b5b7d76a818f0092f2d78ef1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Lysinibacillus_304693	0.8083559953882845
dd7f60a7f13abe3b02edcf2c6a8eb363	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Chelatococcus_A_503557	0.9898716721906284
f1ba44bd1540792d5732c396885da722	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Achromobacter; s__Achromobacter denitrificans_593100	0.9425372117218316
a70c7065ece03d5039fc2778d979d490	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9999762228166752
a89ced2997a91684a48b922e55a3c166	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9998556910514773
f54338fa64bd52dc8c7d5e466975e9da	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999943798369577
feae7426d36f21780ae4fb10649bc766	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470; g__Mesorhizobium_F_498388	0.8618465594718177
e27d85cb545e5e56cc8b1cb94176a675	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485	0.9989924440643186
7131f3055892400f092709f6903c5dd4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Hafnia; s__	0.755141597259461
cd8a3f1f5203549521a8ef56e1df18c2	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae_405341; g__Conexibacter; s__Conexibacter stalactiti	0.9289424314762952
d6846e00e9b1ceab1c10c0b23608096e	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces_B_382064	0.9981447077944866
355e2a89577c3a11d75710dce1b88f0b	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9999868921123058
f6e61772cfd413553d994dc6ca93cab0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485	0.9988489790388517
68a51e98fda2142ce53c65c94e67b825	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus_D	0.9998800994992821
0ae6d1806d5095116f8bc2d6fc8532bb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Morganella	0.9999043824236016
af47639c581071ce1f688b0d469c707e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Achromobacter; s__Achromobacter denitrificans_593100	0.9874682614087298
9ae4c1cfb8dff4402e30b0ec639c5c72	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999861566816919
9094da4b156b15afc3104c930670ca25	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Achromobacter; s__Achromobacter denitrificans_593100	0.9587117096217109
28d4f26d051da32ee02c8d39ed254dd7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999647297465448
4ffde2994eb4fd593fe2e0a74d63bf59	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	0.9989516285769645
82f3d88cb2d84793fc73c685a76359f4	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__; s__	0.9999881458560391
d06131877929630461c79d87cf2462e6	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas diminuta	0.7654642247059755
478a5a2a0cf21a320a27871cddc38926	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus	0.9999877176705175
a6421a3dfdb2cd00716bf1d33d180df1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_C	0.9995280554126593
7fe6e50e6c7a0cf9f5382049a6503b0a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas diminuta	0.821044493669632
57d5c2529ff47d3c975b448ddc5a6b96	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas diminuta	0.8584434854874692
d1d137f3b82ad7ca8e5c22f49bf049a8	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	0.999744451957042
ab48e47b4da183d47e0b3e2e595cd401	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_502124	0.9858397442019697
9c911aa0503e607d716c2f11ad37dec8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter	0.9999996719482379
30a9e7a419f5075b2e290276aef7fc80	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae	0.9999946269188759
d8300e8975e9372bdc1f03f596569eba	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.8462974383060133
d10269f8d74b59f80ab1448da8751a41	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574870; g__Undibacterium_570144; s__Undibacterium oligocarboniphilum	0.9670320099911743
f3f112537f5d78adb16c8375d42a529a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Morganella	0.9999242707799013
7cb36a9565f1a7c93517419cdba98d22	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T gasigenes	0.9996563983271042
fb84d73856085d452207efc261467344	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	0.9959563001757289
4f20cb857d040b6e406eeee90d4c8915	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces_B_382064	0.9981559470672966
